,SK_ID_CURR,TARGET,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,TOTALAREA_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,NonNA_Percentage,Jenny's,Max Correlation,3rd max,4th max
BASEMENTAREA_MEDI,-0.001646875,-0.022081261,-0.008799366,0.016381306,0.037280993,0.042451734,0.041980478,0.094075314,-0.004344781,-0.001535329,-0.021503752,-0.014128882,-0.032011294,0.000949017,0.001438666,-0.003331564,-0.002290787,0.04905243,0.017045983,-0.004720466,-0.058770755,-0.071204069,0.040691467,0.003588076,-0.004787217,0.000698667,-0.027964147,-0.055012324,-0.045388975,0.039493957,0.046950616,0.009348679,0.678976924,0.994317338,0.085255964,0.24644129,0.404548739,0.562999011,0.653047178,0.325842215,0.217516161,0.469117215,0.646859023,0.69261271,0.094879284,0.265948516,0.668783254,0.977938365,0.05786377,0.24790732,0.4053556,0.55615979,0.631321071,0.325519922,0.215689489,0.465139344,0.65176475,0.680548907,0.094977301,0.262664481,0.680480379,1,0.076782116,0.245795427,0.406661515,0.563019435,0.651545986,0.324332901,0.216409535,0.471900426,0.651530082,0.69140076,0.09544393,0.267339349,0.669398286,-0.015019988,-0.009962751,-0.014714266,-0.012583551,-0.007851578,-0.001142035,-0.027973089,-0.000440743,0.000631401,0.002295887,-0.002311954,0.030988994,0.009823201,-0.001739655,0.013031014,0.004724064,0.01107197,0.007949283,0.005776761,0.00473046,0.003532794,0.004677195,-0.002337984,-0.000233255,-0.003797242,-0.000459268,0.005279662,-0.000914077,0.021850878,-0.000986023,-0.011905962,0.011791747,No,0.994317338,0.977938365,0.69261271
YEARS_BEGINEXPLUATATION_MEDI,0.00136637,-0.009993097,0.00640134,0.005638805,0.005765094,0.012939838,0.006838677,-0.006710689,0.000787264,0.008404527,0.011038561,-0.003193442,0.000743142,-0.000641438,-0.008454198,-0.001925955,0.001328158,0.011566624,0.003482433,0.007218936,0.004494122,-0.000644411,-0.00977923,0.001029647,0.010503765,0.011993579,-0.013430672,-0.016516687,-0.008711967,0.002077263,0.009035059,0.000168275,0.099620124,0.077490445,0.993825417,0.426563904,0.074047636,0.077702863,0.040564551,0.125489084,0.146146336,0.068476504,0.122801927,0.088891589,0.031623825,0.011542505,0.099849731,0.07226237,0.963538698,0.42216437,0.069053477,0.078549518,0.035878204,0.124649041,0.142918815,0.06455335,0.118146618,0.08473605,0.028582201,0.00663786,0.099965474,0.076782116,1,0.427103347,0.074256951,0.077896158,0.039868716,0.12555662,0.146233657,0.068613194,0.123112101,0.088638379,0.030912816,0.010547194,0.099055139,-0.000352562,-0.005133925,-0.000409502,-0.004882257,0.0027993,0.00051454,-0.003947076,1.55E-05,-0.005107387,0.005793734,0.000997323,0.003689719,0.003294896,0.000205795,-0.004212672,0.000261635,0.001222428,0.000855571,-0.002562618,-0.000988738,0.001512593,0.00386616,0.001905849,0.000933807,-2.88E-05,0.000659769,-0.001784989,0.002837132,-0.000208453,0.001966062,-0.008542829,0.129060985,YEARS_BEGINEXPLUATATION_MEDI,0.993825417,0.963538698,0.427103347
YEARS_BUILD_MEDI,0.005777437,-0.022325926,0.030123724,0.042004064,0.035589199,0.033712594,0.041583455,-0.057792806,0.02684397,-0.006161264,0.164034493,-0.006938754,-0.048787242,,0.006133242,0.012570538,-0.00236793,-0.004877194,0.005663645,0.041434076,0.04068148,0.034129938,-0.014068822,0.006253467,0.019655759,0.016910891,0.008595848,0.027737842,0.024401984,0.016688648,0.012617826,0.015386445,0.339670174,0.247836055,0.482950718,0.998494663,0.231841177,0.342507892,0.089863861,0.518032264,0.358755519,0.180392893,0.332755596,0.354676337,0.070490921,0.127783188,0.32244158,0.233348217,0.289036986,0.989462527,0.223096146,0.333605643,0.073897604,0.512504244,0.352098866,0.170062041,0.325222888,0.337614275,0.064480917,0.112406805,0.338516885,0.245795427,0.427103347,1,0.232777934,0.342912385,0.087490783,0.518315411,0.359135266,0.181318935,0.334051414,0.354026915,0.069125951,0.125150804,0.357972265,0.000181514,-0.010672324,6.78E-05,-0.011631618,0.011567954,0.001405387,-0.020411417,0.00013005,-0.000724839,0.000765147,0.001191443,0.026286308,-0.000813891,-0.000406717,0.004293119,0.003245883,0.009978146,0.008783899,0.000941372,0.002159585,0.001173033,0.006948414,0.001636158,-0.005205463,-0.008898938,0.001553317,0.002944036,-0.004169746,-0.002668507,-0.007448828,-0.025907793,0.048626168,No,0.998494663,0.989462527,0.518315411
COMMONAREA_MEDI,-0.001036222,-0.018572869,0.000609089,0.087917831,0.048565435,0.056865148,0.049519125,0.160275009,0.009176533,-0.013008424,0.029250363,0.000372197,-0.035066269,,0.013088726,0.001062765,-0.004527667,0.045005222,0.021197633,0.002049062,-0.116155827,-0.125913375,0.044211148,0.015030505,0.019849285,0.029445136,-0.01715826,-0.033437844,-0.026165069,0.032147151,0.052268871,-0.003320842,0.539610392,0.406592218,0.091667242,0.232810032,0.995978055,0.521893527,0.327692428,0.402690714,0.293962195,0.259075971,0.533564361,0.547835303,0.105544099,0.227574321,0.518883511,0.390932423,0.048225175,0.230479805,0.979886598,0.507059682,0.304751876,0.397238762,0.287403039,0.247306808,0.529557358,0.52707571,0.104547872,0.218972222,0.540783785,0.406661515,0.074256951,0.232777934,1,0.522147553,0.326372473,0.401442094,0.293399656,0.26058688,0.536984512,0.548118951,0.105943717,0.228645378,0.55257775,-0.019840219,-0.012342972,-0.019448453,-0.013267796,-0.003212068,-0.001234503,-0.036111546,0.003648814,0.002165337,-0.006864368,0.003485089,0.049946364,0.014749414,-0.002804658,0.013501391,0.003827382,0.013408173,0.011543657,0.009054279,0.007090738,-0.000266374,0.015617004,0.006708631,-0.001132594,-0.005028159,0.006976921,0.005642843,-0.008555601,0.024104148,-0.009668712,-0.01381813,0.02171482,COMMONAREA_MEDI,0.995978055,0.979886598,0.55257775
ELEVATORS_MEDI,0.005067035,-0.033862877,-0.006746787,0.044159698,0.079094383,0.099558536,0.082265811,0.274390402,-0.001298523,-0.009817026,0.0017259,-0.010448175,-0.065592766,-0.000822665,0.009931598,-0.010445485,-0.00619454,0.076233221,0.04011146,-0.000961408,-0.220695231,-0.232315902,0.1042767,0.014289972,0.020918856,0.032566633,-0.042786143,-0.08119876,-0.064755058,0.073065869,0.113467581,0.007397553,0.835122671,0.562346917,0.078994947,0.343236453,0.520488649,0.996099443,0.404873324,0.676305581,0.509393961,0.375650841,0.809330994,0.865804797,0.121501251,0.280468448,0.808857585,0.541060844,0.072671398,0.340469826,0.50635223,0.982827888,0.379300771,0.669191638,0.499354769,0.363825061,0.798730303,0.841073099,0.11566241,0.265348257,0.837447313,0.563019435,0.077896158,0.342912385,0.522147553,1,0.404589117,0.675787447,0.508798258,0.377775995,0.814218322,0.868340688,0.121447414,0.280026705,0.838027607,-0.031975285,-0.021032978,-0.031590177,-0.022331636,-0.010070411,0.003956738,-0.062276713,0.002105118,0.009403797,-0.005402541,0.001831479,0.074942311,0.023806347,-0.003075043,0.015979746,0.00449368,0.023098322,0.022324329,0.013605488,0.002710787,0.003455934,0.007036951,0.001195338,-0.004439974,-0.004334223,0.000928175,0.004626134,-0.000518746,0.042777105,-0.004499664,-0.018349261,0.031251804,No,0.996099443,0.982827888,0.868340688
ENTRANCES_MEDI,-0.002582655,-0.019024756,-0.008324517,0.004786965,0.013692074,0.01327609,0.017585258,0.03362828,-0.009875944,0.004137979,-0.062599326,-0.01564717,-0.017279942,0.001168146,-0.004349531,-0.002942046,0.002532084,0.043915608,0.008447265,-0.004010028,-0.022238742,-0.028762244,0.020614067,-0.001202537,-0.011409707,-0.007299326,-0.026336389,-0.043296558,-0.035446847,0.021487976,0.031236092,0.012180999,0.607629327,0.647006516,0.041334348,0.088384728,0.323738189,0.401707593,0.996886366,0.084562654,0.032948959,0.506852039,0.561710691,0.61507379,0.060821804,0.162893297,0.612535933,0.652579135,0.036991097,0.093800812,0.33298223,0.404202189,0.980677161,0.087818254,0.035979579,0.510724287,0.574676073,0.622234894,0.064368437,0.170663669,0.611440632,0.651545986,0.039868716,0.087490783,0.326372473,0.404589117,1,0.082909152,0.031984234,0.51058658,0.567221214,0.618963277,0.062346081,0.165915544,0.588618024,-0.001478052,-0.002536612,-0.001217253,-0.005476553,-0.012323576,0.001565252,-0.011049752,0.002093972,-0.001493928,0.004560334,-0.004091893,0.0107082,0.002583877,-0.000643876,0.01104087,0.00332428,0.006986901,0.002099998,0.007587261,0.003054932,0.008176475,-0.000407942,-0.000767791,-0.00384396,-0.000560101,-0.003751899,0.006286188,0.00160797,0.013105941,7.78E-06,-0.010191121,0.069493221,No,0.996886366,0.980677161,0.652579135
FLOORSMAX_MEDI,0.004588279,-0.043767921,-0.009446952,0.059681992,0.10277029,0.12917901,0.10793597,0.318318984,0.00179054,-0.016050816,0.050076117,-0.01030744,-0.083250446,-0.00261499,0.01612076,-0.02330296,-0.011114256,0.070841831,0.047007993,-0.002827013,-0.23151657,-0.247944289,0.119066821,0.009322298,0.031789717,0.044411922,-0.0697856,-0.114920045,-0.087289746,0.092107794,0.134611795,0.003808199,0.616581453,0.327949207,0.12727333,0.518200472,0.40224976,0.677770556,0.08764193,0.997034142,0.739927745,0.218589967,0.586424265,0.628570638,0.112418026,0.252892917,0.585007258,0.298613449,0.103489686,0.509240542,0.377027064,0.655619792,0.062026656,0.988237492,0.722970016,0.203008292,0.565648813,0.596192739,0.102242051,0.225478154,0.614336807,0.324332901,0.12555662,0.518315411,0.401442094,0.675787447,0.082909152,1,0.740412309,0.219012648,0.586426607,0.62638207,0.110862996,0.247246649,0.629965416,-0.036621698,-0.027370807,-0.036389675,-0.02783074,-0.007077684,0.001454876,-0.07621027,0.00371668,0.011195085,-0.00709727,0.002528941,0.085963957,0.032503248,-0.000687731,0.021001071,0.001114966,0.02762055,0.029383584,0.010505348,0.008889719,0.001516928,0.012105048,0.000878986,-0.00266153,-0.005830844,0.003301203,0.002751735,8.23E-05,0.045992344,-0.000724358,-0.019864682,0.146408585,No,0.997034142,0.988237492,0.740412309
FLOORSMIN_MEDI,0.002836949,-0.033394287,-0.008230782,0.138488983,0.078375051,0.098641804,0.080862751,0.290743949,0.001735249,-0.016326732,0.021644747,-0.008754311,-0.075454136,,0.016485718,-0.015637278,-0.004913868,0.062102634,0.044332152,-0.000476671,-0.227451718,-0.234852557,0.117616804,0.012442502,0.043426029,0.053927268,-0.041602204,-0.076388216,-0.059972753,0.073583269,0.11136915,0.001824633,0.442894217,0.219523255,0.166755963,0.358984357,0.294865517,0.509450126,0.035020425,0.739893645,0.997240985,0.148545345,0.4368742,0.464742946,0.075320363,0.152032873,0.418234292,0.197091918,0.096884316,0.352442031,0.275437967,0.494529951,0.016772941,0.72987102,0.98840559,0.139226703,0.424661236,0.438640395,0.068789657,0.130198852,0.441136437,0.216409535,0.146233657,0.359135266,0.293399656,0.508798258,0.031984234,0.740412309,1,0.15037912,0.437315425,0.463342803,0.073856017,0.145822644,0.451894561,-0.032839572,-0.021385106,-0.032452802,-0.020663311,-0.008142123,0.001885465,-0.0663292,0.009305395,0.011858456,-0.010133084,0.002603327,0.071947798,0.02688721,-0.000792322,0.025611585,0.003634841,0.020491507,0.022104466,0.008737549,0.002881017,-0.00284167,0.011564549,0.004442871,-0.0011477,-0.004746905,0.003677939,0.004187211,-0.000144124,0.038355814,-0.004121515,-0.010384118,0.051270014,No,0.997240985,0.98840559,0.740412309
LANDAREA_MEDI,0.001699092,-0.011255827,-0.002819975,-0.001891608,0.005414972,0.007710756,0.012550261,-0.052547287,0.003340581,-0.00962651,0.002968247,-0.007634167,-0.021644785,-0.00052103,0.009519261,-2.49E-05,0.005988148,0.008854245,0.003613972,0.001947061,0.045601789,0.036703892,0.014680492,-0.013745558,-0.010958233,-0.006729089,-0.028456089,-0.043218495,-0.035972965,0.00499151,0.021226834,0.01072523,0.499052306,0.469993977,0.074066686,0.181591583,0.258216527,0.376530657,0.511140484,0.219170383,0.150133242,0.991609533,0.422521515,0.503506481,0.06773913,0.16348885,0.50143963,0.4750902,0.051405854,0.185102172,0.269723055,0.379988884,0.501237234,0.221872983,0.152691703,0.980835492,0.438269233,0.505529371,0.065814809,0.163746213,0.500847629,0.471900426,0.068613194,0.181318935,0.26058688,0.377775995,0.51058658,0.219012648,0.15037912,1,0.426372618,0.503890338,0.065388051,0.166141598,0.492559388,-0.002002062,-0.003159828,-0.001900417,-0.002375686,-0.001241241,0.001029744,0.003456669,-0.002922613,-0.008555038,-0.012527712,-0.002542703,0.004616954,-0.006346083,-0.001716192,0.009165959,0.004695943,0.00191758,-0.0025278,0.005847789,0.004218374,0.002853391,-0.001572318,-0.00045404,0.001360567,-0.003881311,-0.001841754,0.005234975,0.00810078,0.015134404,0.006088629,-0.011047581,0.000359361,LANDAREA_MEDI,0.991609533,0.980835492,0.511140484
LIVINGAPARTMENTS_MEDI,0.003272215,-0.024620664,-0.00796185,0.104914145,0.057057849,0.073049355,0.060103549,0.189238621,0.011794138,-0.020354317,0.024733528,-0.001237529,-0.05012128,,0.020525017,-0.011989975,-0.003685974,0.051690542,0.030462279,-0.006027482,-0.152302371,-0.176934033,0.077899857,0.009547467,0.014618431,0.024199846,-0.036317124,-0.074575256,-0.062256825,0.044367732,0.078703224,0.003804141,0.941907056,0.648801891,0.146502736,0.334945043,0.534453936,0.812643235,0.568640093,0.588798394,0.438319665,0.423247971,0.993825492,0.883244965,0.156409329,0.293841486,0.914520905,0.629620488,0.083318049,0.33370349,0.527031318,0.799438224,0.53773134,0.582811077,0.430656612,0.415821357,0.975605304,0.857379404,0.146209628,0.278678462,0.942485148,0.651530082,0.123112101,0.334051414,0.536984512,0.814218322,0.567221214,0.586426607,0.437315425,0.426372618,1,0.884690046,0.157283673,0.292943141,0.846105001,-0.026124619,-0.014474494,-0.025724746,-0.016434664,-0.003296918,0.000593607,-0.045627577,0.00464936,0.0087183,-0.013129879,-0.002250404,0.059344275,0.017088554,-0.002258396,0.01852999,0.008012156,0.021175386,0.016819273,0.013951802,0.0028636,-0.00070527,0.007353276,0.001384957,-0.004289033,-0.005347295,0.002831664,0.006876796,-0.003812985,0.034502578,-0.007673221,-0.014214652,0.03719755,No,0.993825492,0.975605304,0.942485148
LIVINGAREA_MEDI,0.002205426,-0.032739284,-0.010067041,0.039261416,0.070859619,0.088134289,0.076027607,0.209347199,9.95E-05,-0.012630533,0.00792554,-0.011315292,-0.059040004,-0.000500602,0.01265494,-0.011150455,-0.00559735,0.064506213,0.035630026,-0.004496075,-0.160575512,-0.178784559,0.083698203,0.005179354,0.013014334,0.023654524,-0.051275553,-0.088343966,-0.070608425,0.067110631,0.096081898,0.00548626,0.912329573,0.689318425,0.092175436,0.354689357,0.545501275,0.865579485,0.619311916,0.627153859,0.464216261,0.501050083,0.878263373,0.99559591,0.13434195,0.298186764,0.894122095,0.673648414,0.074975046,0.353537172,0.538446373,0.855766556,0.594829491,0.624321508,0.456619546,0.49242162,0.874362481,0.974743375,0.129882197,0.285189259,0.915947345,0.69140076,0.088638379,0.354026915,0.548118951,0.868340688,0.618963277,0.62638207,0.463342803,0.503890338,0.884690046,1,0.135028673,0.29822121,0.919363319,-0.025247994,-0.015895257,-0.024889128,-0.01768792,-0.010794978,0.002040885,-0.051805298,0.00144692,0.005666925,-0.009022002,-0.001093397,0.063851432,0.020840264,-0.002381311,0.020073588,0.005352957,0.022593734,0.01974907,0.011785434,0.005061064,0.008703344,0.006601274,0.000890585,-0.003321772,-0.003867117,0.002895165,0.007160222,-0.001125022,0.035483106,-0.002508717,-0.019094901,0.120031526,No,0.99559591,0.974743375,0.919363319
NONLIVINGAPARTMENTS_MEDI,-0.003019635,-0.002757149,0.00413292,0.028097645,0.013401682,0.020472854,0.014380913,0.021873163,0.002150486,-0.004664518,0.033401208,-0.003287882,-0.024250951,,0.004744443,-0.001137618,-0.002623886,0.000732651,-0.001663057,0.002309007,-0.014395871,-0.01720333,0.015127634,0.001463929,0.005131784,0.006676753,-0.006454036,-0.003052575,0.001707839,0.01526345,0.018791015,0.006302308,0.192634846,0.09528725,0.034078841,0.069234301,0.105080675,0.120841237,0.062555058,0.111066177,0.073882063,0.064649861,0.156554816,0.135415201,0.990767874,0.217241583,0.181759659,0.091747869,0.019932334,0.06852748,0.104163384,0.114099751,0.05383727,0.106062385,0.071201445,0.059949987,0.142786952,0.128294462,0.978574594,0.210271486,0.191533098,0.09544393,0.030912816,0.069125951,0.105943717,0.121447414,0.062346081,0.110862996,0.073856017,0.065388051,0.157283673,0.135028673,1,0.218105411,0.143590192,-0.002184667,0.00436971,-0.001810558,0.000594272,0.000618501,-0.001238707,-0.008892545,0.026595499,0.004059633,-0.002242924,-0.001532529,0.009980851,0.00297752,-0.000875884,0.007749069,0.002878852,0.001397445,0.00360052,0.005980765,-0.001302864,0.002098958,0.000678482,-0.002317853,-0.001492422,-0.000593113,-5.84E-05,-0.000699925,-0.002725946,0.001068981,0.002416202,-0.000855204,-0.005576851,No,0.990767874,0.978574594,0.218105411
NONLIVINGAREA_MEDI,0.002440395,-0.01333672,6.09E-05,0.070844488,0.035829431,0.047008663,0.039873946,0.066060268,0.006323173,-0.012975401,0.049931461,0.002487698,-0.030683787,,0.01305562,0.00180209,-0.005861439,0.015119232,0.013872728,0.001078385,-0.073805585,-0.074593376,0.043729185,0.007698693,0.011690112,0.015034725,-0.014557167,-0.018822931,-0.013311247,0.030375318,0.042639921,-0.002876077,0.297454358,0.265381768,0.008452542,0.124901175,0.227138291,0.28014232,0.166997996,0.247098765,0.146178407,0.164797472,0.290558122,0.300001785,0.216707481,0.990443528,0.289839322,0.261356689,-0.01216126,0.124443422,0.224873639,0.275252373,0.159925329,0.243784997,0.142540762,0.161321323,0.287764661,0.290368377,0.211746914,0.975838527,0.297584492,0.267339349,0.010547194,0.125150804,0.228645378,0.280026705,0.165915544,0.247246649,0.145822644,0.166141598,0.292943141,0.29822121,0.218105411,1,0.361627299,-0.014430898,-0.011061602,-0.014311616,-0.011023288,-0.00191377,0.001075886,-0.027600937,0.000237224,0.002894571,-0.009662357,0.003362871,0.030976535,0.011799381,0.001761806,0.006298056,0.011108495,0.006701413,0.016225466,0.008685512,-0.000525014,0.008490531,0.003314505,0.000919478,-0.001224798,-0.00013297,0.003490286,0.001535191,-0.006230458,0.012888776,-0.002847809,-0.008833035,-0.071994986,No,0.990443528,0.975838527,0.361627299
TOTALAREA_MODE,0.002288369,-0.032595547,-0.008036936,0.04198466,0.072818031,0.090414557,0.0775269,0.202145189,0.001329477,-0.0151262,0.019495233,-0.011152528,-0.061297514,-9.69E-05,0.015158086,-0.011875215,-0.004686721,0.059291608,0.036330977,-0.002485965,-0.160641895,-0.178031346,0.079712398,0.006843895,0.016722115,0.027376434,-0.052224715,-0.089800171,-0.070316606,0.066227117,0.094687276,0.006232261,0.892626926,0.672399713,0.100319351,0.359262664,0.553260112,0.844627536,0.595290218,0.63259471,0.45411091,0.491091042,0.848028234,0.925038708,0.14415092,0.366604365,0.863628399,0.649273973,0.09798727,0.355718236,0.543141077,0.820812981,0.561227554,0.625374169,0.443658011,0.478382027,0.833872083,0.899246934,0.137992519,0.346956895,0.886568251,0.669398286,0.099055139,0.357972265,0.55257775,0.838027607,0.588618024,0.629965416,0.451894561,0.492559388,0.846105001,0.919363319,0.143590192,0.361627299,1,-0.0256014,-0.016702463,-0.025243909,-0.018520487,-0.008283497,0.00091662,-0.052895692,0.000457173,0.00573675,-0.008780159,0.000350086,0.065068454,0.018340474,-0.002203007,0.019213695,0.006454035,0.022198642,0.02147772,0.01232953,0.006646782,0.006089259,0.006601369,0.000192416,-0.001476318,-0.003833305,0.004994483,0.010729977,-0.000867964,0.034799732,-0.003490676,-0.018945274,0.146925368,TOTALAREA_MODE,0.925038708,0.919363319,0.899246934
OBS_30_CNT_SOCIAL_CIRCLE,-0.001409117,0.009130666,0.015592959,-0.013098595,0.000189551,-0.011986638,0.000328122,-0.011159677,0.007425425,0.005734168,0.009124694,-0.012454243,0.003648924,0.001069985,-0.005732332,-0.012396758,0.003048943,-0.033483705,-0.003085847,0.025318141,0.034330414,0.030092921,-0.008613119,-0.020640613,-0.028855047,-0.023147256,-0.012612953,-0.004622931,0.000101505,-0.025787746,-0.019235131,-0.000418503,-0.024611418,-0.015052213,-0.000564928,0.000212381,-0.020572553,-0.032848244,-0.001966107,-0.037017927,-0.032844609,-0.002396327,-0.02626649,-0.025962922,-0.002660004,-0.016209491,-0.020834129,-0.011337814,-2.93E-05,0.001173488,-0.016865348,-0.029224899,0.000644456,-0.035424774,-0.031202001,-0.000985406,-0.02359276,-0.021320332,-0.001715939,-0.012169214,-0.024128118,-0.015019988,-0.000352562,0.000181514,-0.019840219,-0.031975285,-0.001478052,-0.036621698,-0.032839572,-0.002002062,-0.026124619,-0.025247994,-0.002184667,-0.014430898,-0.0256014,1,0.329338113,0.998489543,0.25349935,-0.014785549,0.001149888,0.02617696,-0.001588383,-0.010223041,0.003176731,-0.001727926,-0.023339262,-0.007670242,0.001434359,-0.003759001,-0.000449246,-0.00290056,-0.003717955,-0.001002577,0.004452221,-0.001464405,0.003314521,0.000930634,0.000429559,-0.000601168,0.000488336,-0.002444327,8.15E-05,0.001562766,0.004140454,0.032566509,-0.0153873,OBS_30_CNT_SOCIAL_CIRCLE,0.998489543,0.329338113,0.25349935
DEF_30_CNT_SOCIAL_CIRCLE,-8.19E-05,0.032247579,-0.001261734,-0.013243811,-0.02122944,-0.022833229,-0.022243515,0.006328861,0.000205538,0.016717159,0.003360732,0.002737591,0.008867857,0.00057995,-0.016557309,-0.008067844,0.00481365,-0.029758494,-0.003177264,-0.002653872,0.015393677,0.013935304,-0.005672369,-0.007939674,-0.017479819,-0.016967369,0.007167201,0.000493385,-0.004082838,-0.028751271,-0.030405717,-0.036252578,-0.013608393,-0.01011414,-0.005106729,-0.010501826,-0.012499238,-0.021361459,-0.002794649,-0.027419912,-0.021309648,-0.003016193,-0.014426565,-0.016163425,0.003856903,-0.011666918,-0.012628444,-0.00870884,-0.003590516,-0.010104411,-0.011345449,-0.020206771,-0.002569311,-0.02691866,-0.020536153,-0.003576992,-0.014732226,-0.014851445,0.005434019,-0.009907941,-0.013500753,-0.009962751,-0.005133925,-0.010672324,-0.012342972,-0.021032978,-0.002536612,-0.027370807,-0.021385106,-0.003159828,-0.014474494,-0.015895257,0.00436971,-0.011061602,-0.016702463,0.329338113,1,0.331570806,0.86051738,0.000422929,0.002395089,0.01265432,-0.002899864,-0.004234655,0.007707035,-0.000700087,-0.018843783,-0.004219635,-0.001534419,-0.000997025,-0.000820175,-0.007685825,-0.004785328,-0.003194896,-0.004613858,-0.001232867,-0.001019267,-0.003362634,0.000202844,-0.000652299,-0.0001774,-0.001271863,-0.00216717,0.00033072,-0.001302019,0.018590235,-0.01145616,DEF_30_CNT_SOCIAL_CIRCLE,0.86051738,0.331570806,0.329338113
OBS_60_CNT_SOCIAL_CIRCLE,-0.001423306,0.009022144,0.015231862,-0.013015437,0.000238565,-0.011730516,0.000347166,-0.010638089,0.007022626,0.005887636,0.009088354,-0.012873715,0.00361088,0.001066642,-0.005883452,-0.012619363,0.003120354,-0.033427529,-0.002716351,0.02497135,0.033951198,0.029722225,-0.008518313,-0.020592021,-0.028951845,-0.023242633,-0.012722917,-0.004816008,-4.16E-05,-0.025350526,-0.01887791,-0.000717332,-0.024155553,-0.014729713,-0.000626332,9.14E-05,-0.020173672,-0.032457025,-0.0017104,-0.036789456,-0.032455273,-0.002289236,-0.025871363,-0.025607868,-0.002283696,-0.016078889,-0.020413781,-0.011015379,-0.000107635,0.001096798,-0.016467904,-0.028832725,0.000882816,-0.035183087,-0.030780572,-0.000878125,-0.023223699,-0.020959029,-0.001348628,-0.012042997,-0.023675681,-0.014714266,-0.000409502,6.78E-05,-0.019448453,-0.031590177,-0.001217253,-0.036389675,-0.032452802,-0.001900417,-0.025724746,-0.024889128,-0.001810558,-0.014311616,-0.025243909,0.998489543,0.331570806,1,0.25557006,-0.015201525,0.000996003,0.026222968,-0.001538181,-0.010127807,0.003248778,-0.001744974,-0.02332586,-0.007800018,0.001481173,-0.003761882,-0.000435047,-0.002986951,-0.003642059,-0.001000081,0.004253546,-0.001360903,0.003258411,0.001000793,0.000351001,-0.000551706,0.000413243,-0.002542434,0.000197066,0.001638822,0.003931984,0.032956713,-0.015035075,OBS_60_CNT_SOCIAL_CIRCLE,0.998489543,0.331570806,0.25557006
